WD21CD,WD21NM,base_weighted_risk,population,average_risk_score_2025,stadium_risk_factor,explanation,enhanced_weighted_risk,risk_proportion,allocated_hours,officers_needed,base_officers,officer_change
E05011236,Bridge,81600.756161,8059,10.147103142857144,1.0,No stadium influence,81600.756161,0.0013505498686627224,172.06005326763085,86,86,0
E05011237,Chadwell,63172.1775559,7273,8.5010111625,1.0,No stadium influence,63172.1775559,0.0010455439399719086,133.20229795242116,67,67,0
E05011238,Churchfields,97883.3846972,10299,9.79026627,1.0,No stadium influence,97883.3846972,0.0016200388154031312,206.39294508235892,103,103,0
E05011239,Clayhall,86944.5299105,8249,10.3297601875,1.0,No stadium influence,86944.5299105,0.001438993080160802,183.32771841248618,92,92,0
E05011240,Clementswood,98232.117501,8953,10.612026485714285,1.0,No stadium influence,98232.117501,0.001625810588417602,207.1282689644025,104,104,0
E05011241,Cranbrook,93008.90573150001,9408,9.5346379125,1.0,No stadium influence,93008.90573150001,0.0015393627624271456,196.11481593321835,98,98,0
E05011242,Fairlop,83475.0044329,8908,8.946008828571427,1.0,No stadium influence,83475.0044329,0.0013815699949034847,176.01201735070396,88,88,0
E05011243,Fullwell,143048.321199,14080,9.613706633333333,1.0,No stadium influence,143048.321199,0.002367550259296088,301.6259030343216,151,151,0
E05011244,Goodmayes,100175.066001,11036,8.826033285714285,1.0,No stadium influence,100175.066001,0.0016579677517203062,211.225091569167,106,106,0
E05011245,Hainault,84911.8558239,9461,9.0395820375,1.0,No stadium influence,84911.8558239,0.0014053508953350221,179.0417040656818,90,90,0
E05011246,Ilford Town,77330.740055,4551,16.56854125,1.0,No stadium influence,77330.740055,0.0012798781008696906,163.05647005079857,82,82,0
E05011247,Loxford,87828.55454129999,10443,8.016815042857143,1.0,No stadium influence,87828.55454129999,0.001453624309149243,185.19173698561357,93,93,0
E05011248,Mayfield,80220.49889,9109,8.778368142857143,1.0,No stadium influence,80220.49889,0.00132770564069513,169.14969862455956,85,85,0
E05011249,Monkhams,82449.2651985,8502,9.223940966666667,1.0,No stadium influence,82449.2651985,0.0013645932896194323,173.84918509751566,87,87,0
E05011250,Newbury,92225.259802,8739,9.677862666666668,1.0,No stadium influence,92225.259802,0.0015263928714977506,194.4624518288134,97,97,0
E05011251,Seven Kings,140684.790714,12921,9.91016925,1.0,No stadium influence,140684.790714,0.002328432168529881,296.64225827070686,148,148,0
E05011252,South Woodford,128637.69514350001,10873,11.274596416666668,1.0,No stadium influence,128637.69514350001,0.002129044269373597,271.24023991819627,136,136,0
E05011253,Valentines,89279.05107449999,7950,11.0580195,1.0,No stadium influence,89279.05107449999,0.0014776310462748636,188.25019529541763,94,94,0
E05011254,Wanstead Park,58497.1108688,6853,8.406565879999999,1.0,No stadium influence,58497.1108688,0.0009681683003663772,123.34464146667646,62,62,0
E05011255,Wanstead Village,113782.813066,11284,10.910092375,1.0,No stadium influence,113782.813066,0.001883185530035635,239.9178365265399,120,120,0
E05011462,Addiscombe East,74902.858461,7294,10.251852714285715,1.0,No stadium influence,74902.858461,0.0012396949540194842,157.9371371420823,79,79,0
E05011463,Addiscombe West,100781.2121308,11335,8.870813344444445,1.0,No stadium influence,100781.2121308,0.0016679998962065247,212.50318677671123,106,106,0
E05011464,Bensham Manor,121962.9793486,14836,8.093452118181817,1.0,No stadium influence,121962.9793486,0.00201857303155348,257.16620421991337,129,129,0
E05011465,Broad Green,153534.9059315,14269,10.447934722222222,1.0,No stadium influence,153534.9059315,0.0025411106072572654,323.7374913645756,162,162,0
E05011466,Coulsdon Town,51232.7213032,6799,8.127058742857143,1.0,No stadium influence,51232.7213032,0.0008479375471809683,108.02724351085536,54,54,0
E05011467,Crystal Palace & Upper Norwood,125169.2243834,12683,9.686599233333332,1.0,No stadium influence,125169.2243834,0.002071638640432227,263.9267627910657,132,132,0
E05011468,Fairfield,64189.032816,2694,23.826664,1.0,No stadium influence,64189.032816,0.0010623736092370741,135.34639781680323,68,68,0
E05011469,Kenley,77143.6604745,9936,7.435120628571428,1.0,No stadium influence,77143.6604745,0.001276781802320995,162.66200161569478,81,81,0
E05011470,New Addington North,63647.7570319,9885,6.543312428571428,1.0,No stadium influence,63647.7570319,0.0010534151145671932,134.20508559586042,67,67,0
E05011471,New Addington South,58487.4713412,7604,7.804489171428571,1.0,No stadium influence,58487.4713412,0.0009680087594093245,123.32431594874794,62,62,0
E05011472,Norbury & Pollards Hill,97086.6941971,9494,9.81745432857143,1.0,No stadium influence,97086.6941971,0.0016068530276617532,204.71307572410737,102,102,0
E05011473,Norbury Park,53805.501839,6135,8.7379634,1.0,No stadium influence,53805.501839,0.0008905188733621509,113.45210446633803,57,57,0
E05011474,Old Coulsdon,47628.8603572,6342,7.227833742857142,1.0,No stadium influence,47628.8603572,0.0007882911155021252,100.42828811497075,50,50,0
E05011475,Park Hill & Whitgift,44748.499537,4541,10.009833666666667,1.0,No stadium influence,44748.499537,0.0007406191194271482,94.35487581501867,47,47,0
E05011476,Purley & Woodcote,167263.6281235,14866,10.55066953,1.0,No stadium influence,167263.6281235,0.0027683306089534535,352.68531958066995,176,176,0
E05011477,Purley Oaks & Riddlesdown,52856.7432091,6122,8.648756183333333,1.0,No stadium influence,52856.7432091,0.0008748162511894355,111.45159040153409,56,56,0
E05011478,Sanderstead,99436.7052582,13016,7.811333755555555,1.0,No stadium influence,99436.7052582,0.0016457473624601044,209.6682139774173,105,105,0
E05011479,Selhurst,84088.48233700001,5901,13.1676225,1.0,No stadium influence,84088.48233700001,0.001391723485407605,177.3055720409289,89,89,0
E05011480,Selsdon & Addington Village,60742.278168,8240,7.800930142857142,1.0,No stadium influence,60742.278168,0.0010053273972144233,128.07871040511753,64,64,0
E05011481,Selsdon Vale & Forestdale,70585.3511311,8725,8.432010128571429,1.0,No stadium influence,70585.3511311,0.0011682371730910566,148.83341585180062,74,74,0
E05011482,Shirley North,96004.45534469999,11660,7.896347988888888,1.0,No stadium influence,96004.45534469999,0.0015889412139882778,202.4311106621066,101,101,0
E05011483,Shirley South,80806.5731407,9776,8.055911766666666,1.0,No stadium influence,80806.5731407,0.0013374055814744507,170.38547107984502,85,85,0
E05011484,South Croydon,84021.009591,9866,8.29051425,1.0,No stadium influence,84021.009591,0.00139060676403717,177.16330173833546,89,89,0
E05011485,South Norwood,123254.19889439999,12561,9.47004336,1.0,No stadium influence,123254.19889439999,0.0020399436225876397,259.8888175176653,130,130,0
E05011486,Thornton Heath,121452.187182,13340,8.71565014,1.0,No stadium influence,121452.187182,0.002010119062179048,256.0891685216107,128,128,0
E05011487,Waddon,132031.4637798,14494,9.785551762499999,1.0,No stadium influence,132031.4637798,0.0021852135256606752,278.39620316917,139,139,0
E05011488,West Thornton,153275.5198335,14923,10.327941345454546,1.0,No stadium influence,153275.5198335,0.002536817585022329,323.1905603318447,162,162,0
E05011489,Woodside,115227.0512321,13705,8.36819627,1.0,No stadium influence,115227.0512321,0.0019070886867869725,242.9630986966603,121,121,0
